ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,taxon_3_IdeTaxonRef_key,taxon_3_taxon_irn,taxon_3_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab
1360,http://fm-digital-assets.fieldmuseum.org/740/095/V0241206F.jpg,2932617,V0241206F,1004149.0,,Pavonia,aurigloba,,,,500,1935-03-24,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1367.0,565345.0,95867.0,,,,,,,1394.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,http://fm-digital-assets.fieldmuseum.org/740/170/V0241281F.jpg,2932703,V0241281F,1865449.0,,Pavonia,communis,,,,6052,1966-02-07,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1368.0,565348.0,95867.0,,,,,,,1395.0,60908.0,Osvaldo Del Puerto,O. Del Puerto,Osvaldo,,Del Puerto,Person,Botany Master,ASA Botanist ID 130299,,,,1396.0,26767.0,Eduardo H. Marchesi,E. H. Marchesi,Eduardo,H.,Marchesi,Person,Botany Master,ASA Botanist ID 129417,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
1362,http://fm-digital-assets.fieldmuseum.org/740/183/V0241294F.jpg,2932742,V0241294F,886859.0,,Pavonia,cryptica,,,,4031,1937-03-22,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1369.0,565350.0,95867.0,,,,,,,1397.0,14930.0,Angel L. Cabrera,A. L. Cabrera,Angel,Lulio,Cabrera,Person,Botany Master,ASA Botanist ID 100710,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,http://fm-digital-assets.fieldmuseum.org/715/928/V0213829F.jpg,2940595,V0213829F,932961.0,,Tragia,,,,,B-656,1936-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1370.0,45087.0,89741.0,,,,,,,1398.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,http://fm-digital-assets.fieldmuseum.org/751/481/V0245563F.jpg,2948989,V0245563F,1750898.0,,Azara,uruguayensis,,,,9288,1970-09-03,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1371.0,7960.0,283194.0,,,,,,,1399.0,60908.0,Osvaldo Del Puerto,O. Del Puerto,Osvaldo,,Del Puerto,Person,Botany Master,ASA Botanist ID 130299,,,,1400.0,26767.0,Eduardo H. Marchesi,E. H. Marchesi,Eduardo,H.,Marchesi,Person,Botany Master,ASA Botanist ID 129417,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
1365,http://fm-digital-assets.fieldmuseum.org/751/482/V0245564F.jpg,2948991,V0245564F,864876.0,,Azara,uruguayensis,,,,1396d,1935-08-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1372.0,7960.0,283194.0,,,,,,,1401.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,http://fm-digital-assets.fieldmuseum.org/751/483/V0245565F.jpg,2948993,V0245565F,1004284.0,,Azara,uruguayensis,,,,1441,1937-11-21,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1373.0,7960.0,283194.0,,,,,,,1402.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,http://fm-digital-assets.fieldmuseum.org/751/484/V0245566F.jpg,2948995,V0245566F,864858.0,,Azara,uruguayensis,,,,1396A,1935-01-20,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1374.0,7960.0,283194.0,,,,,,,1403.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,http://fm-digital-assets.fieldmuseum.org/751/485/V0245567F.jpg,2948986,V0245567F,1501198.0,,Azara,uruguayensis,,,,15182,1941-07-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1375.0,7960.0,283194.0,,,,,,,1404.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,http://fm-digital-assets.fieldmuseum.org/751/489/V0245571F.jpg,2948975,V0245571F,864823.0,,Azara,uruguayensis,,,,1396B,1935-03-08,1935-03-16,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1376.0,7960.0,283194.0,,,,,,,1405.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,http://fm-digital-assets.fieldmuseum.org/715/929/V0213830F.jpg,2940599,V0213830F,932971.0,,Tragia,,,,,B-1040,1937-01-30,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1377.0,45087.0,89741.0,,,,,,,1406.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,http://fm-digital-assets.fieldmuseum.org/715/950/V0213851F.jpg,2940680,V0213851F,1534815.0,,Tragia,,,,,21158,1943-12-09,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1378.0,45087.0,89741.0,,,,,,,1407.0,37196.0,Harley H. Bartlett,H. H. Bartlett,Harley,Harris,Bartlett,Person,Botany Master,ASA Botanist ID 102756,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,http://fm-digital-assets.fieldmuseum.org/740/326/V0241439F.jpg,2933494,V0241439F,940486.0,,Pavonia,glechomoides,,,,,1876-10-09,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1379.0,56450.0,95867.0,,,,,,,1408.0,189939.0,C. Fruchard,C. Fruchard,C.,,Fruchard,Person,Botany Master,ASA Botanist ID 119679,,M. (Monsieur) Fruchard,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,http://fm-digital-assets.fieldmuseum.org/740/327/V0241440F.jpg,2933493,V0241440F,940482.0,,Pavonia,glechomoides,,,,,1876-11-30,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1380.0,56450.0,95867.0,,,,,,,1409.0,189939.0,C. Fruchard,C. Fruchard,C.,,Fruchard,Person,Botany Master,ASA Botanist ID 119679,,M. (Monsieur) Fruchard,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,http://fm-digital-assets.fieldmuseum.org/740/329/V0241442F.jpg,2933492,V0241442F,568249.0,,Pavonia,glechomoides,,,,711,1925-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1381.0,56450.0,95867.0,,,,,,,1410.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,http://fm-digital-assets.fieldmuseum.org/740/350/V0241463F.jpg,2933537,V0241463F,1887821.0,,Pavonia,hastata,,,,11195,1964-01-19,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1382.0,56457.0,95867.0,,,,,,,1411.0,15590.0,Antonio Krapovickas,A. Krapovickas,Antonio,,Krapovickas,Person,Botany Master,ASA Botanist ID 106658,,,Collector (Botany),1412.0,19394.0,Carmen L. Cristóbal,C. L. Cristóbal,Carmen,Lelia,Cristóbal,Person,Botany Master,ASA Botanist ID 127633,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
1376,http://fm-digital-assets.fieldmuseum.org/740/355/V0241468F.jpg,2933534,V0241468F,2128953.0,,Pavonia,hastata,,,,15643,1991-03-01,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1383.0,56457.0,95867.0,,,,,,,1413.0,73031.0,Troels M. Pedersen,T. M. Pedersen,Troels,Myndel,Pedersen,Person,Botany Master,ASA Botanist ID 127274,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,http://fm-digital-assets.fieldmuseum.org/740/358/V0241471F.jpg,2933533,V0241471F,564440.0,,Pavonia,hastata,,,,253,1926-03-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1384.0,56457.0,95867.0,,,,,,,1414.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,http://fm-digital-assets.fieldmuseum.org/740/369/V0241482F.jpg,2933536,V0241482F,1865426.0,,Pavonia,hastata,,,,11196,1964-01-19,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1385.0,56457.0,95867.0,,,,,,,1415.0,15590.0,Antonio Krapovickas,A. Krapovickas,Antonio,,Krapovickas,Person,Botany Master,ASA Botanist ID 106658,,,Collector (Botany),1416.0,19394.0,Carmen L. Cristóbal,C. L. Cristóbal,Carmen,Lelia,Cristóbal,Person,Botany Master,ASA Botanist ID 127633,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
1379,http://fm-digital-assets.fieldmuseum.org/740/371/V0241484F.jpg,2933535,V0241484F,1865423.0,,Pavonia,hastata,,,,11133,1964-01-05,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1386.0,56457.0,95867.0,,,,,,,1417.0,15590.0,Antonio Krapovickas,A. Krapovickas,Antonio,,Krapovickas,Person,Botany Master,ASA Botanist ID 106658,,,Collector (Botany),1418.0,19394.0,Carmen L. Cristóbal,C. L. Cristóbal,Carmen,Lelia,Cristóbal,Person,Botany Master,ASA Botanist ID 127633,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
1380,http://fm-digital-assets.fieldmuseum.org/740/875/V0241988F.jpg,2935806,V0241988F,1252511.0,,Pavonia,sepium,,,,2064,1938-04-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1387.0,56539.0,95867.0,,,,,,,1419.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,http://fm-digital-assets.fieldmuseum.org/772/607/V0234044F.jpg,2949188,V0234044F,658381.0,,Psychotria,alba,,,,247,1907-03-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1388.0,64137.0,103733.0,,,,,,,1420.0,20305.0,Carlo L. Spegazzini,C. L. Spegazzini,Carlo,Luigi,Spegazzini,Person,Botany Master,ASA Botanist ID 101201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,http://fm-digital-assets.fieldmuseum.org/772/608/V0234045F.jpg,2949189,V0234045F,1717621.0,,Psychotria,alba,,,,4007,1965-01-20,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1389.0,64137.0,103733.0,,,,,,,1421.0,205292.0,Raul Brescia,R. Brescia,Raul,,Brescia,Person,Botany Master,ASA Botanist ID 1866781,,,Collector (Botany),1422.0,26767.0,Eduardo H. Marchesi,E. H. Marchesi,Eduardo,H.,Marchesi,Person,Botany Master,ASA Botanist ID 129417,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
1383,http://fm-digital-assets.fieldmuseum.org/772/612/V0234049F.jpg,2949191,V0234049F,864822.0,,Psychotria,alba,,,,1386A,1935-03-08,1935-03-16,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1390.0,64137.0,103733.0,,,,,,,1423.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,http://fm-digital-assets.fieldmuseum.org/772/613/V0234050F.jpg,2949192,V0234050F,865014.0,,Psychotria,alba,,,,1386,1932-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1391.0,64137.0,103733.0,,,,,,,1424.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,http://fm-digital-assets.fieldmuseum.org/772/616/V0234053F.jpg,2949185,V0234053F,661631.0,,Psychotria,alba,,,,5636,1930-02-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1392.0,64137.0,103733.0,,,,,,,1425.0,207098.0,José F. Molfino,J. F. Molfino,José,Fortunato,Molfino,Person,Botany Master,ASA Botanist ID 180390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,http://fm-digital-assets.fieldmuseum.org/772/617/V0234054F.jpg,2949186,V0234054F,972931.0,,Psychotria,alba,,,,31/1359,1931-02-05,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1393.0,64137.0,103733.0,,,,,,,1426.0,13336.0,Alberto Castellanos,A. Castellanos,Alberto,,Castellanos,Person,Botany Master,ASA Botanist ID 128916,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,http://fm-digital-assets.fieldmuseum.org/772/618/V0234055F.jpg,2949187,V0234055F,912278.0,,Psychotria,alba,,,,B-2051,1936-01-08,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1394.0,64137.0,103733.0,,,,,,,1427.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,http://fm-digital-assets.fieldmuseum.org/772/619/V0234056F.jpg,2949184,V0234056F,661606.0,,Psychotria,alba,,,,5844,1931-12-18,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1395.0,64137.0,103733.0,,,,,,,1428.0,13336.0,Alberto Castellanos,A. Castellanos,Alberto,,Castellanos,Person,Botany Master,ASA Botanist ID 128916,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,http://fm-digital-assets.fieldmuseum.org/772/611/V0234048F.jpg,2949190,V0234048F,650543.0,,Psychotria,alba,,,,,1877-02-02,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1396.0,64137.0,103733.0,,,,,,,1429.0,189939.0,C. Fruchard,C. Fruchard,C.,,Fruchard,Person,Botany Master,ASA Botanist ID 119679,,M. (Monsieur) Fruchard,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,http://fm-digital-assets.fieldmuseum.org/709/884/V0217280F.jpg,2936338,V0217280F,911849.0,,Sapium,haematospermum,,,,B-326,1936-03-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1397.0,68826.0,89735.0,,,,,,,1430.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,http://fm-digital-assets.fieldmuseum.org/709/905/V0217301F.jpg,2936330,V0217301F,940828.0,,Sapium,haematospermum,,,,316,1934-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1398.0,68826.0,89735.0,,,,,,,1431.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,http://fm-digital-assets.fieldmuseum.org/709/908/V0217304F.jpg,2936334,V0217304F,652075.0,,Sapium,haematospermum,,,,700c,1930-02-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1399.0,68826.0,89735.0,,,,,,,1432.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,http://fm-digital-assets.fieldmuseum.org/709/979/V0217375F.jpg,2936435,V0217375F,940860.0,,Sapium,longifolium,,,,1261,1937-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1400.0,68838.0,89735.0,,,,,,,1433.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,http://fm-digital-assets.fieldmuseum.org/708/518/V0214331F.jpg,2937622,V0214331F,940842.0,,Sebastiania,klotzschiana,,,,556,1935-04-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1401.0,70015.0,69978.0,,,,,,,1434.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,http://fm-digital-assets.fieldmuseum.org/708/519/V0214332F.jpg,2937623,V0214332F,940836.0,,Sebastiania,klotzschiana,,,,773,1936-04-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1402.0,70015.0,69978.0,,,,,,,1435.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,http://fm-digital-assets.fieldmuseum.org/708/521/V0214334F.jpg,2937625,V0214334F,1901208.0,,Sebastiania,klotzschiana,,,,11605,1977-01-21,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1403.0,70015.0,69978.0,,,,,,,1436.0,73031.0,Troels M. Pedersen,T. M. Pedersen,Troels,Myndel,Pedersen,Person,Botany Master,ASA Botanist ID 127274,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,http://fm-digital-assets.fieldmuseum.org/708/525/V0214337F.jpg,2937628,V0214337F,940855.0,,Sebastiania,klotzschiana,,,,382,1935-01-12,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1404.0,70015.0,69978.0,,,,,,,1437.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,http://fm-digital-assets.fieldmuseum.org/708/536/V0214346F.jpg,2937618,V0214346F,864939.0,,Sebastiania,klotzschiana,,,,1014g,1933-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1405.0,70015.0,69978.0,,,,,,,1438.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,http://fm-digital-assets.fieldmuseum.org/708/560/V0214368F.jpg,2937758,V0214368F,911855.0,,Sebastiania,klotzschiana,,,,B-312,1935-12-17,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1406.0,70015.0,69978.0,,,,,,,1439.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,http://fm-digital-assets.fieldmuseum.org/708/561/V0214369F.jpg,2937761,V0214369F,911854.0,,Sebastiania,klotzschiana,,,,A-1236,1936-10-25,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1407.0,70015.0,69978.0,,,,,,,1440.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,http://fm-digital-assets.fieldmuseum.org/708/563/V0214371F.jpg,2937764,V0214371F,638595.0,,Sebastiania,klotzschiana,,,,1014A,1929-10-12,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1408.0,70015.0,69978.0,,,,,,,1441.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
